"時点","地域コード","地域","（季節調整値）有効求人倍率【倍】","注記"
"2018年10月","24000","三重県","1.72",""
"2018年11月","24000","三重県","1.71",""
"2018年12月","24000","三重県","1.71",""
"2019年1月","24000","三重県","1.74",""
"2019年2月","24000","三重県","1.72",""
"2019年3月","24000","三重県","1.71",""
"2019年4月","24000","三重県","1.70",""
"2019年5月","24000","三重県","1.70",""
"2019年6月","24000","三重県","1.71",""
"2019年7月","24000","三重県","1.69",""
"2019年8月","24000","三重県","1.66",""
"2019年9月","24000","三重県","1.62",""
"2019年10月","24000","三重県","1.59",""
"2019年11月","24000","三重県","1.56",""
"2019年12月","24000","三重県","1.51",""
"2020年1月","24000","三重県","1.44",""
"2020年2月","24000","三重県","1.38",""
"2020年3月","24000","三重県","1.33",""
"2020年4月","24000","三重県","1.26",""
"2020年5月","24000","三重県","1.16",""
"2020年6月","24000","三重県","1.12",""
"2020年7月","24000","三重県","1.06",""
"2020年8月","24000","三重県","1.02",""
"2020年9月","24000","三重県","1.03",""
"2020年10月","24000","三重県","1.03",""
"2020年11月","24000","三重県","1.05",""
"2020年12月","24000","三重県","1.06",""
"2021年1月","24000","三重県","1.10",""
"2021年2月","24000","三重県","1.10",""
"2021年3月","24000","三重県","1.13",""
"2021年4月","24000","三重県","1.11",""
"2021年5月","24000","三重県","1.17",""
"2021年6月","24000","三重県","1.21",""
"2021年7月","24000","三重県","1.26",""
"1963年1月","25000","滋賀県","1.15",""
"1963年2月","25000","滋賀県","1.08",""
"1963年3月","25000","滋賀県","1.14",""
"1963年4月","25000","滋賀県","1.19",""
"1963年5月","25000","滋賀県","1.24",""
"1963年6月","25000","滋賀県","1.42",""
"1963年7月","25000","滋賀県","1.25",""
"1963年8月","25000","滋賀県","1.27",""
"1963年9月","25000","滋賀県","1.28",""
"1963年10月","25000","滋賀県","1.46",""
"1963年11月","25000","滋賀県","1.86",""
"1963年12月","25000","滋賀県","1.50",""
"1964年1月","25000","滋賀県","1.31",""
"1964年2月","25000","滋賀県","1.38",""
"1964年3月","25000","滋賀県","1.49",""
"1964年4月","25000","滋賀県","1.53",""
"1964年5月","25000","滋賀県","1.47",""
"1964年6月","25000","滋賀県","1.61",""
"1964年7月","25000","滋賀県","1.74",""
"1964年8月","25000","滋賀県","1.64",""
"1964年9月","25000","滋賀県","1.80",""
"1964年10月","25000","滋賀県","1.68",""
"1964年11月","25000","滋賀県","1.68",""
"1964年12月","25000","滋賀県","1.56",""
"1965年1月","25000","滋賀県","1.47",""
"1965年2月","25000","滋賀県","1.55",""
"1965年3月","25000","滋賀県","1.53",""
"1965年4月","25000","滋賀県","1.46",""
"1965年5月","25000","滋賀県","1.45",""
"1965年6月","25000","滋賀県","1.33",""
"1965年7月","25000","滋賀県","1.24",""
"1965年8月","25000","滋賀県","1.19",""
"1965年9月","25000","滋賀県","1.04",""
"1965年10月","25000","滋賀県","1.08",""
"1965年11月","25000","滋賀県","1.04",""
"1965年12月","25000","滋賀県","1.09",""
"1966年1月","25000","滋賀県","1.06",""
"1966年2月","25000","滋賀県","1.07",""
"1966年3月","25000","滋賀県","1.01",""
"1966年4月","25000","滋賀県","1.02",""
"1966年5月","25000","滋賀県","1.03",""
"1966年6月","25000","滋賀県","1.03",""
"1966年7月","25000","滋賀県","1.08",""
"1966年8月","25000","滋賀県","1.17",""
"1966年9月","25000","滋賀県","1.19",""
"1966年10月","25000","滋賀県","1.36",""
"1966年11月","25000","滋賀県","1.24",""
"1966年12月","25000","滋賀県","1.30",""
"1967年1月","25000","滋賀県","1.41",""
"1967年2月","25000","滋賀県","1.55",""
"1967年3月","25000","滋賀県","1.61",""
"1967年4月","25000","滋賀県","1.66",""
"1967年5月","25000","滋賀県","1.82",""
"1967年6月","25000","滋賀県","1.79",""
"1967年7月","25000","滋賀県","1.86",""
"1967年8月","25000","滋賀県","1.83",""
"1967年9月","25000","滋賀県","1.95",""
"1967年10月","25000","滋賀県","2.01",""
"1967年11月","25000","滋賀県","2.05",""
"1967年12月","25000","滋賀県","2.01",""
"1968年1月","25000","滋賀県","2.09",""
"1968年2月","25000","滋賀県","2.03",""
"1968年3月","25000","滋賀県","1.89",""
"1968年4月","25000","滋賀県","2.00",""
"1968年5月","25000","滋賀県","1.98",""
"1968年6月","25000","滋賀県","1.85",""
"1968年7月","25000","滋賀県","1.90",""
"1968年8月","25000","滋賀県","1.88",""
"1968年9月","25000","滋賀県","2.18",""
"1968年10月","25000","滋賀県","2.24",""
"1968年11月","25000","滋賀県","2.21",""
"1968年12月","25000","滋賀県","2.14",""
"1969年1月","25000","滋賀県","2.18",""
"1969年2月","25000","滋賀県","2.37",""
"1969年3月","25000","滋賀県","2.49",""
"1969年4月","25000","滋賀県","2.54",""
"1969年5月","25000","滋賀県","2.59",""
"1969年6月","25000","滋賀県","2.73",""
"1969年7月","25000","滋賀県","2.39",""
"1969年8月","25000","滋賀県","2.38",""
"1969年9月","25000","滋賀県","2.61",""
"1969年10月","25000","滋賀県","2.81",""
"1969年11月","25000","滋賀県","2.56",""
"1969年12月","25000","滋賀県","2.29",""
"1970年1月","25000","滋賀県","2.69",""
"1970年2月","25000","滋賀県","2.65",""
"1970年3月","25000","滋賀県","2.54",""
"1970年4月","25000","滋賀県","2.47",""
"1970年5月","25000","滋賀県","2.25",""
"1970年6月","25000","滋賀県","2.10",""
"1970年7月","25000","滋賀県","2.25",""
"1970年8月","25000","滋賀県","2.17",""
"1970年9月","25000","滋賀県","2.07",""
"1970年10月","25000","滋賀県","2.06",""
"1970年11月","25000","滋賀県","1.97",""
"1970年12月","25000","滋賀県","2.03",""
"1971年1月","25000","滋賀県","1.80",""
"1971年2月","25000","滋賀県","1.67",""
"1971年3月","25000","滋賀県","1.72",""
"1971年4月","25000","滋賀県","1.65",""
"1971年5月","25000","滋賀県","1.56",""
"1971年6月","25000","滋賀県","1.56",""
"1971年7月","25000","滋賀県","1.67",""
"1971年8月","25000","滋賀県","1.62",""
"1971年9月","25000","滋賀県","1.56",""
"1971年10月","25000","滋賀県","1.55",""
"1971年11月","25000","滋賀県","1.62",""
"1971年12月","25000","滋賀県","1.69",""
"1972年1月","25000","滋賀県","1.50",""
"1972年2月","25000","滋賀県","1.52",""
"1972年3月","25000","滋賀県","1.50",""
"1972年4月","25000","滋賀県","1.62",""
"1972年5月","25000","滋賀県","1.61",""
"1972年6月","25000","滋賀県","1.71",""
"1972年7月","25000","滋賀県","1.73",""
"1972年8月","25000","滋賀県","1.89",""
"1972年9月","25000","滋賀県","1.94",""
"1972年10月","25000","滋賀県","2.12",""
"1972年11月","25000","滋賀県","2.12",""
"1972年12月","25000","滋賀県","2.48",""
"1973年1月","25000","滋賀県","2.66",""
"1973年2月","25000","滋賀県","2.58",""
"1973年3月","25000","滋賀県","2.66",""
"1973年4月","25000","滋賀県","2.72",""
"1973年5月","25000","滋賀県","2.93",""
"1973年6月","25000","滋賀県","2.96",""
"1973年7月","25000","滋賀県","3.16",""
"1973年8月","25000","滋賀県","2.89",""
"1973年9月","25000","滋賀県","3.07",""
"1973年10月","25000","滋賀県","2.98",""
"1973年11月","25000","滋賀県","3.00",""
"1973年12月","25000","滋賀県","2.76",""
"1974年1月","25000","滋賀県","2.80",""
"1974年2月","25000","滋賀県","2.68",""
"1974年3月","25000","滋賀県","2.68",""
"1974年4月","25000","滋賀県","2.34",""
"1974年5月","25000","滋賀県","2.23",""
"1974年6月","25000","滋賀県","1.93",""
"1974年7月","25000","滋賀県","1.67",""
"1974年8月","25000","滋賀県","1.48",""
"1974年9月","25000","滋賀県","1.35",""
"1974年10月","25000","滋賀県","1.16",""
"1974年11月","25000","滋賀県","0.95",""
"1974年12月","25000","滋賀県","0.78",""
"1975年1月","25000","滋賀県","0.73",""
"1975年2月","25000","滋賀県","0.66",""
"1975年3月","25000","滋賀県","0.65",""
"1975年4月","25000","滋賀県","0.67",""
"1975年5月","25000","滋賀県","0.66",""
"1975年6月","25000","滋賀県","0.65",""
"1975年7月","25000","滋賀県","0.68",""
"1975年8月","25000","滋賀県","0.67",""
"1975年9月","25000","滋賀県","0.68",""
"1975年10月","25000","滋賀県","0.69",""
"1975年11月","25000","滋賀県","0.72",""
"1975年12月","25000","滋賀県","0.72",""
"1976年1月","25000","滋賀県","0.76",""
"1976年2月","25000","滋賀県","0.82",""
"1976年3月","25000","滋賀県","0.83",""
"1976年4月","25000","滋賀県","0.85",""
"1976年5月","25000","滋賀県","0.85",""
"1976年6月","25000","滋賀県","0.91",""
"1976年7月","25000","滋賀県","0.87",""
"1976年8月","25000","滋賀県","0.87",""
"1976年9月","25000","滋賀県","0.93",""
"1976年10月","25000","滋賀県","0.89",""
"1976年11月","25000","滋賀県","0.87",""
"1976年12月","25000","滋賀県","0.82",""
"1977年1月","25000","滋賀県","0.78",""
"1977年2月","25000","滋賀県","0.75",""
"1977年3月","25000","滋賀県","0.70",""
"1977年4月","25000","滋賀県","0.73",""
"1977年5月","25000","滋賀県","0.68",""
"1977年6月","25000","滋賀県","0.66",""
"1977年7月","25000","滋賀県","0.65",""
"1977年8月","25000","滋賀県","0.67",""
"1977年9月","25000","滋賀県","0.65",""
"1977年10月","25000","滋賀県","0.63",""
"1977年11月","25000","滋賀県","0.63",""
"1977年12月","25000","滋賀県","0.61",""
"1978年1月","25000","滋賀県","0.63",""
"1978年2月","25000","滋賀県","0.63",""
"1978年3月","25000","滋賀県","0.62",""
"1978年4月","25000","滋賀県","0.61",""
"1978年5月","25000","滋賀県","0.63",""
"1978年6月","25000","滋賀県","0.65",""
"1978年7月","25000","滋賀県","0.70",""
"1978年8月","25000","滋賀県","0.70",""
"1978年9月","25000","滋賀県","0.71",""
"1978年10月","25000","滋賀県","0.74",""
"1978年11月","25000","滋賀県","0.74",""
"1978年12月","25000","滋賀県","0.80",""
"1979年1月","25000","滋賀県","0.82",""
"1979年2月","25000","滋賀県","0.85",""
"1979年3月","25000","滋賀県","0.90",""
"1979年4月","25000","滋賀県","0.92",""
"1979年5月","25000","滋賀県","0.97",""
"1979年6月","25000","滋賀県","0.93",""
"1979年7月","25000","滋賀県","1.00",""
"1979年8月","25000","滋賀県","1.05",""
"1979年9月","25000","滋賀県","0.98",""
"1979年10月","25000","滋賀県","1.00",""
"1979年11月","25000","滋賀県","1.01",""
"1979年12月","25000","滋賀県","0.97",""
"1980年1月","25000","滋賀県","0.99",""
"1980年2月","25000","滋賀県","0.94",""
"1980年3月","25000","滋賀県","0.96",""
"1980年4月","25000","滋賀県","0.94",""
"1980年5月","25000","滋賀県","0.92",""
"1980年6月","25000","滋賀県","0.96",""
"1980年7月","25000","滋賀県","0.91",""
"1980年8月","25000","滋賀県","0.90",""
"1980年9月","25000","滋賀県","0.86",""
"1980年10月","25000","滋賀県","0.84",""
"1980年11月","25000","滋賀県","0.86",""
"1980年12月","25000","滋賀県","0.86",""
"1981年1月","25000","滋賀県","0.83",""
"1981年2月","25000","滋賀県","0.89",""
"1981年3月","25000","滋賀県","0.77",""
"1981年4月","25000","滋賀県","0.78",""
"1981年5月","25000","滋賀県","0.78",""
"1981年6月","25000","滋賀県","0.75",""
"1981年7月","25000","滋賀県","0.79",""
"1981年8月","25000","滋賀県","0.80",""
"1981年9月","25000","滋賀県","0.85",""
"1981年10月","25000","滋賀県","0.85",""
"1981年11月","25000","滋賀県","0.82",""
"1981年12月","25000","滋賀県","0.84",""
"1982年1月","25000","滋賀県","0.81",""
"1982年2月","25000","滋賀県","0.81",""
"1982年3月","25000","滋賀県","0.81",""
"1982年4月","25000","滋賀県","0.77",""
"1982年5月","25000","滋賀県","0.73",""
"1982年6月","25000","滋賀県","0.73",""
"1982年7月","25000","滋賀県","0.67",""
"1982年8月","25000","滋賀県","0.69",""
"1982年9月","25000","滋賀県","0.68",""
"1982年10月","25000","滋賀県","0.65",""
"1982年11月","25000","滋賀県","0.66",""
"1982年12月","25000","滋賀県","0.67",""
"1983年1月","25000","滋賀県","0.67",""
"1983年2月","25000","滋賀県","0.66",""
"1983年3月","25000","滋賀県","0.66",""
"1983年4月","25000","滋賀県","0.67",""
"1983年5月","25000","滋賀県","0.70",""
"1983年6月","25000","滋賀県","0.72",""
"1983年7月","25000","滋賀県","0.71",""
"1983年8月","25000","滋賀県","0.75",""
"1983年9月","25000","滋賀県","0.73",""
"1983年10月","25000","滋賀県","0.81",""
"1983年11月","25000","滋賀県","0.85",""
"1983年12月","25000","滋賀県","0.87",""
"1984年1月","25000","滋賀県","0.92",""
"1984年2月","25000","滋賀県","0.94",""
"1984年3月","25000","滋賀県","0.95",""
"1984年4月","25000","滋賀県","0.90",""
"1984年5月","25000","滋賀県","0.91",""
"1984年6月","25000","滋賀県","0.91",""
"1984年7月","25000","滋賀県","0.93",""
"1984年8月","25000","滋賀県","0.91",""
"1984年9月","25000","滋賀県","0.93",""
"1984年10月","25000","滋賀県","0.87",""
"1984年11月","25000","滋賀県","0.91",""
"1984年12月","25000","滋賀県","0.92",""
"1985年1月","25000","滋賀県","0.90",""
"1985年2月","25000","滋賀県","0.94",""
"1985年3月","25000","滋賀県","0.94",""
"1985年4月","25000","滋賀県","0.93",""
"1985年5月","25000","滋賀県","0.94",""
"1985年6月","25000","滋賀県","0.94",""
"1985年7月","25000","滋賀県","0.90",""
"1985年8月","25000","滋賀県","0.88",""
"1985年9月","25000","滋賀県","0.85",""
"1985年10月","25000","滋賀県","0.82",""
"1985年11月","25000","滋賀県","0.80",""
"1985年12月","25000","滋賀県","0.79",""
"1986年1月","25000","滋賀県","0.79",""
"1986年2月","25000","滋賀県","0.78",""
"1986年3月","25000","滋賀県","0.79",""
"1986年4月","25000","滋賀県","0.77",""
"1986年5月","25000","滋賀県","0.72",""
"1986年6月","25000","滋賀県","0.71",""
"1986年7月","25000","滋賀県","0.73",""
"1986年8月","25000","滋賀県","0.72",""
"1986年9月","25000","滋賀県","0.71",""
"1986年10月","25000","滋賀県","0.73",""
"1986年11月","25000","滋賀県","0.73",""
"1986年12月","25000","滋賀県","0.75",""
